start_time,end_time,response_time,service_name,model_list,request_id,decision,label,image_id,file_name,probability
1731422491,1731422492,0.520385027,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,b6a7aeb6-56bf-4cbb-a8d7-d20f035bf94e,n01582220,n01582220,1568,n01582220_1568,0.952170268
1731422492,1731422492,0.543698788,ensemble_service,MobileNet_DenseNet121_MobileNetV2_NASNetMobile,607d7d99-6131-465e-8a22-906234a0dfc7,n01582220,n01582220,17648,ILSVRC2012_val_00017648_n01582220,0.837621033
1731422492,1731422493,0.515628815,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,eb0b6bcc-d85b-4e75-864a-edbc3b51e908,n01582220,n01582220,11041,n01582220_11041,0.869046062
1731422492,1731422493,0.484763622,ensemble_service,MobileNet_DenseNet121_MobileNetV2_NASNetMobile,c54d9803-a866-4266-9acc-d96794519700,n01582220,n01582220,2365,n01582220_2365,0.871615589
1731422493,1731422493,0.541891575,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,e9b5bc21-2034-40e3-a6c2-a017b5f14b18,n01580077,n01582220,5931,n01582220_5931,0.435570478
1731422493,1731422494,0.507919073,ensemble_service,MobileNet_DenseNet121_MobileNetV2_NASNetMobile,81afdf71-e693-46ac-ab84-42af81f3e954,n01582220,n01582220,1798,n01582220_1798,0.861759007
1731422493,1731422494,0.491337538,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,01f7afb1-6be1-4988-af1f-6776bbb61178,n01582220,n01582220,500,n01582220_500,0.938712999
1731422494,1731422494,0.53542757,ensemble_service,MobileNet_DenseNet121_MobileNetV2_NASNetMobile,225fd128-a05c-4c14-a4f2-77cb277860d7,n01582220,n01582220,13036,n01582220_13036,0.96786733
1731422494,1731422495,0.57341218,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,e4aade9a-be67-4d24-ad17-276e20bac6cd,n01582220,n01582220,34628,n01582220_34628,0.89770633
1731422494,1731422495,0.605126381,ensemble_service,MobileNet_DenseNet121_MobileNetV2_NASNetMobile,1ecd2635-144a-4ee2-857a-caedb8ae1337,n01582220,n01582220,4053,n01582220_4053,0.912289694
1731422495,1731422495,0.588504791,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,35535dba-e549-41e4-9d7d-c2935d6720c6,n01582220,n01582220,3195,n01582220_3195,0.964127675
1731422495,1731422496,0.549658298,ensemble_service,NASNetMobile_DenseNet121_MobileNet_MobileNetV2,6f2a60e7-ca81-444f-902a-78cdd258bf1b,n01582220,n01582220,8843,n01582220_8843,0.700613044
1731422495,1731422496,0.629010677,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,82d557f2-6bb9-4fbf-9dd3-e2b7d46fe7c6,n01582220,n01582220,704,n01582220_704,0.599463642
1731422496,1731422496,0.588071585,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,53ddbc2e-fe13-4d5b-8f31-f6afae2810b8,n01582220,n01582220,37294,n01582220_37294,0.94952178
1731422496,1731422497,0.555977106,ensemble_service,MobileNet_MobileNetV2_NASNetMobile_DenseNet121,0d5844e6-9226-4740-ad8a-1dd070fac537,n01582220,n01582220,3205,n01582220_3205,0.979698166
1731422496,1731422497,0.60888195,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,49f82c48-7cc4-41d5-9034-6718ffc73805,n01582220,n01582220,5660,n01582220_5660,0.961512908
1731422497,1731422497,0.585541487,ensemble_service,NASNetMobile_MobileNet_MobileNetV2_DenseNet121,2a686dd4-387d-45dd-8eb9-e63360cc5de4,n01582220,n01582220,1665,n01582220_1665,0.924560562
1731422497,1731422498,0.56167841,ensemble_service,NASNetMobile_MobileNetV2_DenseNet121_MobileNet,44dd98c3-5e5e-47db-9f04-8f2d68e1fa3b,n01582220,n01582220,7513,n01582220_7513,0.706929584
1731422497,1731422498,0.546894789,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,5b154664-fa76-4e48-b767-69794a849c1b,n01582220,n01582220,6039,n01582220_6039,0.842834249
1731422498,1731422498,0.583511114,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,1fb6636f-4ad4-4a87-900f-9ea7395f80da,n01582220,n01582220,11238,n01582220_11238,0.888560936
1731422498,1731422499,0.552798033,ensemble_service,DenseNet121_MobileNet_MobileNetV2_NASNetMobile,0de120c7-bcd5-4adc-a156-1882984d5e97,n01582220,n01582220,4371,n01582220_4371,0.943303004
1731422498,1731422499,0.613552332,ensemble_service,NASNetMobile_MobileNetV2_DenseNet121_MobileNet,bea0e068-3aba-4eb2-8a1c-b861dd91fb6d,n01582220,n01582220,6460,n01582220_6460,0.848006696
1731422499,1731422499,0.59089756,ensemble_service,MobileNetV2_DenseNet121_NASNetMobile_MobileNet,00eff00a-f485-4c0f-96b0-febb8236899a,n01582220,n01582220,2987,n01582220_2987,0.722067356
1731422499,1731422500,0.664045334,ensemble_service,NASNetMobile_MobileNetV2_DenseNet121_MobileNet,a8a0e86a-452e-491d-b53e-cc83f1d53f52,n01582220,n01582220,4127,n01582220_4127,0.939818352
1731422499,1731422500,0.63509798,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,6af6a904-71dc-429d-9b12-090645a6b74d,n01582220,n01582220,797,n01582220_797,0.976901457
1731422500,1731422500,0.597508192,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,72ef3570-68d3-4f02-aa69-3398536f31c4,n01558993,n01582220,337,n01582220_337,0.921815217
1731422500,1731422501,0.575077295,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,7c1773d4-df78-478b-81f3-5c710309570a,n01582220,n01582220,3659,n01582220_3659,0.970309332
1731422500,1731422501,0.63459754,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,5d746ed7-0988-4ba8-bc39-eccb72d124b2,n01582220,n01582220,4830,n01582220_4830,0.705637604
1731422501,1731422501,0.586617947,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,ffae35e7-620f-4486-b9c3-352b6363d6cc,n01582220,n01582220,5813,n01582220_5813,0.994011596
1731422501,1731422502,0.551019669,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,ae7a949d-fe67-40f5-b6de-d23aa7420735,n01582220,n01582220,6382,n01582220_6382,0.866849586
1731422501,1731422502,0.63623333,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,e6cdcd1d-8553-4a57-8293-e3c6f94a7be0,n01582220,n01582220,3492,n01582220_3492,0.530966312
1731422502,1731422502,0.604570866,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,8e42e2a7-fdb3-442a-bbb6-940aadc70372,n01582220,n01582220,5268,n01582220_5268,0.912270531
1731422502,1731422503,0.574633598,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,bb704e35-4065-43fb-92f3-37d05c62505b,n01582220,n01582220,7231,ILSVRC2012_val_00007231_n01582220,0.833559185
1731422502,1731422503,0.551625252,ensemble_service,NASNetMobile_MobileNetV2_DenseNet121_MobileNet,a4341678-d45e-4a1e-8111-c804e09b5a87,n01582220,n01582220,2545,n01582220_2545,0.93015109
1731422503,1731422503,0.589851618,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,9e5fa182-94b1-4ab5-8f26-5f5cbee40a89,n01582220,n01582220,1491,n01582220_1491,0.984577134
1731422503,1731422504,0.568979502,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,a06e979c-863d-4dee-9e17-7015b3671ea8,n01582220,n01582220,8961,n01582220_8961,0.982606471
1731422503,1731422504,0.552470684,ensemble_service,NASNetMobile_MobileNet_DenseNet121_MobileNetV2,9a29ae9a-ac9d-42ef-89f6-722b768672eb,n01582220,n01582220,1556,n01582220_1556,0.847969383
1731422504,1731422504,0.49905777,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,829b4c3f-5bae-45e2-b188-1d0d768c430a,n01582220,n01582220,1794,n01582220_1794,0.974220082
1731422504,1731422505,0.567591906,ensemble_service,MobileNetV2_MobileNet_NASNetMobile_DenseNet121,44b34e23-4ce7-47d2-bd3d-b488e7fa18d4,n01582220,n01582220,7023,n01582220_7023,0.777491689
1731422504,1731422505,0.529689789,ensemble_service,NASNetMobile_MobileNetV2_DenseNet121_MobileNet,e56c6cbd-e90e-46f9-a82f-4162630b2a70,n01582220,n01582220,484,n01582220_484,0.599857077
1731422505,1731422505,0.509268999,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,a4e016c6-3d79-4982-8839-adec84f17ff9,n01582220,n01582220,9186,n01582220_9186,0.802408278
1731422505,1731422506,0.464655161,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,3c916cc8-fa45-4740-afd6-484826003363,n01582220,n01582220,1548,n01582220_1548,0.938225225
1731422505,1731422506,0.562505484,ensemble_service,DenseNet121_MobileNet_MobileNetV2_NASNetMobile,43bacac6-c99d-4e94-91ab-97f4b2037749,n01582220,n01582220,997,n01582220_997,0.951313555
1731422506,1731422506,0.531306028,ensemble_service,DenseNet121_MobileNet_MobileNetV2_NASNetMobile,3474e6fc-6da7-4e13-b61f-c3e96181d19b,n01534433,n01582220,14709,n01582220_14709,0.558441266
1731422506,1731422507,0.519623756,ensemble_service,DenseNet121_MobileNet_NASNetMobile_MobileNetV2,3ab1175b-c088-4537-bbb9-9fea2469732f,n01582220,n01582220,4976,n01582220_4976,0.955019265
1731422506,1731422507,0.534189701,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,36ddf5eb-36b9-4ad9-abdc-62a091491249,n01582220,n01582220,24147,n01582220_24147,0.893207356
1731422507,1731422507,0.533692122,ensemble_service,DenseNet121_MobileNet_NASNetMobile_MobileNetV2,d48105a2-6214-4f30-989e-a483a2ec3eb0,n01582220,n01582220,5854,n01582220_5854,0.869743407
1731422507,1731422508,0.510805845,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,f3a1cfca-07a9-4d7b-b146-01e069e69957,n01582220,n01582220,5572,n01582220_5572,0.967644155
1731422507,1731422508,0.477189779,ensemble_service,DenseNet121_MobileNet_NASNetMobile_MobileNetV2,dc4fa215-1b58-4762-9efb-9821b3dbc302,n01582220,n01582220,5567,n01582220_5567,0.710208178
1731422508,1731422508,0.529661894,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,65c9302a-3b46-4803-b20c-b33695e37702,n01582220,n01582220,8726,n01582220_8726,0.892323896
1731422508,1731422509,0.519312143,ensemble_service,DenseNet121_MobileNet_NASNetMobile_MobileNetV2,8f76643f-6d3d-4ff3-aa88-557b976e97b2,n01582220,n01582220,4210,n01582220_4210,0.847394288
1731422508,1731422509,0.496943474,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,57e0f0e7-1027-4965-af65-89f0438c7b96,n01582220,n01582220,24044,ILSVRC2012_val_00024044_n01582220,0.978475884
1731422509,1731422509,0.468865871,ensemble_service,DenseNet121_MobileNet_NASNetMobile_MobileNetV2,b6bfda41-7b1a-4822-9d23-0b738a0f57a0,n01582220,n01582220,5623,n01582220_5623,0.960880548
1731422509,1731422510,0.558758259,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,d605df30-5f44-4d01-ba75-84db8a3203f9,n01582220,n01582220,9027,n01582220_9027,0.961873546
1731422509,1731422510,0.549458742,ensemble_service,MobileNet_DenseNet121_MobileNetV2_NASNetMobile,fac4095a-d883-4497-a07b-135741042a40,n01582220,n01582220,5103,n01582220_5103,0.624831252
1731422510,1731422510,0.586654902,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,e3dc75e4-ad82-4d34-9482-8303527919a0,n01582220,n01582220,8818,n01582220_8818,0.976222515
1731422510,1731422511,0.533396721,ensemble_service,DenseNet121_MobileNetV2_NASNetMobile_MobileNet,997b48c7-9373-4f35-ac80-3e901372e04c,n01582220,n01582220,2622,n01582220_2622,0.965476647
1731422510,1731422511,0.610184431,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,12e6468c-ca3f-4102-a03b-8d022e671c88,n01582220,n01582220,6143,n01582220_6143,0.985732898
1731422511,1731422511,0.611792326,ensemble_service,DenseNet121_MobileNetV2_NASNetMobile_MobileNet,aaaac6be-a149-4fce-b6de-808e64a316c9,n01582220,n01582220,6565,n01582220_6565,0.912284896
1731422511,1731422512,0.582110405,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,34bdd0c1-d0f1-47b0-81b1-3eb99d0f92b8,n03467068,n01582220,35661,n01582220_35661,0.944743812
1731422511,1731422512,0.646852255,ensemble_service,MobileNet_MobileNetV2_DenseNet121_NASNetMobile,9d9ece40-a9d1-4b55-9944-63710eb876ff,n01582220,n01582220,9707,n01582220_9707,0.971140653
1731422512,1731422512,0.614155054,ensemble_service,NASNetMobile_MobileNetV2_DenseNet121_MobileNet,eea9946e-f0a6-4dfd-957d-272f1e5032c1,n01582220,n01582220,6831,n01582220_6831,0.959571317
1731422512,1731422513,0.566084385,ensemble_service,MobileNet_NASNetMobile_MobileNetV2_DenseNet121,6cc202d5-1883-4a56-8572-831cab5cf0c5,n01582220,n01582220,2928,n01582220_2928,0.925203115
1731422512,1731422513,0.561190128,ensemble_service,MobileNet_DenseNet121_NASNetMobile_MobileNetV2,a7e53e66-9a13-42a4-943d-7badde268b0b,n01582220,n01582220,5803,n01582220_5803,0.967290774
1731422513,1731422513,0.605285645,ensemble_service,NASNetMobile_DenseNet121_MobileNetV2_MobileNet,7029e73a-7a7d-4af8-a600-c7e8688de402,n01582220,n01582220,5051,n01582220_5051,0.925681129
1731422513,1731422514,0.572203398,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,05e8f90a-23f7-4d1c-9bc1-762c4eca2f49,n01582220,n01582220,10072,n01582220_10072,0.957900211
1731422513,1731422514,0.55759573,ensemble_service,NASNetMobile_DenseNet121_MobileNetV2_MobileNet,4dbf4d1f-2f92-4d0d-8ff6-65de7e1660d2,,n01582220,4708,n01582220_4708,0
1731422514,1731422514,0.519806623,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,d6c8f889-a918-4fff-a1d0-46273d83e7e1,n01582220,n01582220,10052,n01582220_10052,0.730365612
1731422514,1731422515,0.600143194,ensemble_service,NASNetMobile_DenseNet121_MobileNetV2_MobileNet,edac3dc1-38ef-411e-a860-c011dead431f,n01582220,n01582220,288,n01582220_288,0.771236241
1731422514,1731422515,0.545552015,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,1949d219-ca20-459f-8565-3e2f8800f1b3,n01582220,n01582220,23521,n01582220_23521,0.819958761
1731422515,1731422515,0.539885283,ensemble_service,NASNetMobile_DenseNet121_MobileNetV2_MobileNet,8b9da05d-834b-482f-926e-3cee91178c08,n01582220,n01582220,3999,n01582220_3999,0.831574276
1731422515,1731422516,0.492480993,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,364bf7e3-b00f-47e0-b8a6-de4675c7ed80,n02226429,n01582220,10375,n01582220_10375,0.514757693
1731422515,1731422516,0.551008224,ensemble_service,NASNetMobile_DenseNet121_MobileNetV2_MobileNet,368fc157-ee6b-4e0d-bc4b-d98faf4137ab,n01582220,n01582220,25707,n01582220_25707,0.946246788
1731422516,1731422516,0.528926373,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,66b66c69-e051-41ba-b4ae-4fe042a2575c,n01582220,n01582220,9336,n01582220_9336,0.892763754
1731422516,1731422517,0.505259514,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,e202cbdb-5134-41c8-82dc-de3aedf3c803,n01582220,n01582220,5316,n01582220_5316,0.627519265
1731422516,1731422517,0.541116953,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,bdc03e5f-756b-4670-a26a-5d3c433e1505,n01582220,n01582220,3711,n01582220_3711,0.954643831
1731422517,1731422517,0.474021435,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,95b75e0f-a358-4ad0-a3e7-b096eccb033b,n01582220,n01582220,11085,n01582220_11085,0.622629613
1731422517,1731422518,0.497439384,ensemble_service,DenseNet121_NASNetMobile_MobileNet_MobileNetV2,b2bd8187-6852-4e60-8d7d-71ec80f9b800,n01582220,n01582220,3298,n01582220_3298,0.957067713
1731422517,1731422518,0.483030796,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,040df282-7db2-4deb-b53b-1985de38052e,n01582220,n01582220,8926,n01582220_8926,0.987986028
1731422518,1731422518,0.539671183,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,802bbe92-8eb4-4ccb-86c3-cc4e45d2f33e,n02037110,n01582220,10385,n01582220_10385,0.368597806
1731422518,1731422519,0.520901203,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,b0f4bf4a-0725-40b3-85b7-c23908ae668c,n01582220,n01582220,9921,n01582220_9921,0.981637448
1731422518,1731422519,0.507646084,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,23a898ac-b93e-46be-b985-a9dfb2a710fe,n01582220,n01582220,10583,n01582220_10583,0.825679138
1731422519,1731422519,0.476464272,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,f161748d-2e0e-4722-9524-194625f0d515,n01582220,n01582220,37436,ILSVRC2012_val_00037436_n01582220,0.985841826
1731422519,1731422520,0.550567865,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,35532faf-5d02-45b4-902b-df1f8486c2d0,n01843383,n01582220,2783,n01582220_2783,0.67185992
1731422519,1731422520,0.496920347,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,c4cd8f15-3319-449d-ace4-d897f6de795b,n01582220,n01582220,11253,n01582220_11253,0.952988252
1731422520,1731422520,0.475540876,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,f6741a05-4e9a-44eb-8506-05e6a60abbcb,n01795545,n01582220,454,n01582220_454,0.474405676
1731422520,1731422521,0.479438543,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,09656a7d-40d1-45a7-baa2-ed352dd545be,n01580077,n01582220,6131,n01582220_6131,0.807769299
1731422520,1731422521,0.5725348,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,973c4f44-21e0-48b9-b47c-be42f12da40f,n01582220,n01582220,8800,n01582220_8800,0.973867431
1731422521,1731422521,0.52695179,ensemble_service,DenseNet121_MobileNet_MobileNetV2_NASNetMobile,0905de0b-810c-4598-b7fc-05ee66bc55ac,n01582220,n01582220,9920,n01582220_9920,0.908177271
1731422521,1731422522,0.52519393,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,d618e2c8-981e-4b76-a6ea-4dc48f3960d6,n01582220,n01582220,7944,n01582220_7944,0.96855855
1731422521,1731422522,0.566238642,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,ae32ede0-a075-4a8f-88ff-96255aaa8fb4,n01582220,n01582220,10843,n01582220_10843,0.856081769
1731422522,1731422522,0.55013299,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,2d328ef2-a29b-455c-a757-0f1081e88764,n01582220,n01582220,5679,n01582220_5679,0.888103038
1731422522,1731422523,0.531816483,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,0250250f-0510-414c-900d-3d7ce294fb97,n01582220,n01582220,7212,n01582220_7212,0.931004092
1731422522,1731422523,0.499330282,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,f261a993-b8f7-4000-8278-c1855aa1b16e,n01582220,n01582220,716,n01582220_716,0.984498307
1731422523,1731422523,0.539596319,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,33e90952-0af2-41b0-ae96-2d88a1fb2e65,n01582220,n01582220,3179,n01582220_3179,0.953995034
1731422523,1731422524,0.514630079,ensemble_service,DenseNet121_NASNetMobile_MobileNetV2_MobileNet,9a53b936-be04-476b-a1b5-8387db073108,n01582220,n01582220,6159,n01582220_6159,0.62339294
