,time_stamp,label,accuracy,confidence,file_name,reponse_time
4650,1731876890.8537004,n01440764,1,0.9921956062316895,n01440764_7647,0.14690120920498106
4651,1731876890.8610342,n01494475,1,0.9871671795845032,n01494475_1278,0.15072224371752083
4652,1731876890.8683352,n01484850,1,0.9980486631393433,n01484850_18115,0.15100402520210665
4653,1731876890.8754432,n01491361,0,0.0,n01491361_7229,0.1553114674783728
4654,1731876890.882581,n01494475,1,0.9997953772544861,n01494475_2079,0.15510916744325695
4655,1731876890.889859,n01443537,1,0.9966237545013428,n01443537_13298,0.14946773652951872
4656,1731876890.8970084,n01494475,1,0.9705808758735657,n01494475_8637,0.15157938728949383
4657,1731876890.9044163,n01491361,1,0.991496741771698,n01491361_6610,0.1603904803977894
4658,1731876890.9117558,n01484850,1,0.9855807423591614,n01484850_21685,0.16096531290172622
4659,1731876890.9188654,n01484850,1,0.691013514995575,n01484850_33035,0.15535239959456182
4660,1731876890.925977,n01494475,1,0.8556116223335266,n01494475_1164,0.15209597677195122
4661,1731876890.9332395,n01494475,1,0.9807524085044861,n01494475_4012,0.15403286313629136
4662,1731876890.9404588,n01491361,1,0.9129840731620789,n01491361_3464,0.13492003711639197
4663,1731876890.9477286,n01484850,1,0.9958343505859375,n01484850_13838,0.15631114645876393
4664,1731876890.9548862,n01484850,1,0.9741714596748352,n01484850_21760,0.1587086712829668
4665,1731876890.9620657,n01484850,1,0.9921930432319641,n01484850_33949,0.14424639111695997
4666,1731876890.9691994,n01491361,1,0.9800779819488525,ILSVRC2012_val_00013484_n01491361,0.18538101920178288
4667,1731876890.9760103,n01443537,1,0.4351738691329956,n01443537_11730,0.14816755016078678
4668,1731876890.9831798,n01440764,1,0.9810232520103455,n01440764_14555,0.14890696874068676
4669,1731876890.990316,n01440764,1,0.9812628626823425,n01440764_32420,0.15541175323493467
4670,1731876890.9974213,n01440764,1,0.8371747136116028,n01440764_4937,0.14399902620510613
4671,1731876891.0048451,n01484850,1,0.7847130298614502,n01484850_30141,0.1479739956336558
4672,1731876891.0122883,n01443537,1,0.9998419284820557,n01443537_11052,0.1576379075139536
4673,1731876891.0194123,n01494475,0,0.0,n01494475_16943,0.15001509671197225
4674,1731876891.026532,n01440764,0,0.0,n01440764_29681,0.16179345105667028
4675,1731876891.0335655,n01484850,1,0.963008463382721,n01484850_12894,0.15568168984266673
4676,1731876891.0408044,n01494475,1,0.9463518857955933,n01494475_4926,0.15137285297381817
4677,1731876891.0481043,n01443537,1,0.9943819642066956,n01443537_12211,0.15051466303011488
4678,1731876891.0552442,n01494475,1,0.9963107705116272,n01494475_14189,0.1605590243441136
4679,1731876891.062393,n01440764,0,0.0,n01440764_14274,0.14833484803125957
4680,1731876891.0695064,n01443537,1,0.9702886343002319,n01443537_22494,0.15560990931149218
4681,1731876891.0766094,n01443537,1,0.9213029742240906,n01443537_1066,0.14791506824363262
4682,1731876891.0838504,n01491361,1,0.9960928559303284,ILSVRC2012_val_00048890_n01491361,0.1434819550243425
4683,1731876891.0906596,n01491361,1,0.5431819558143616,n01491361_7067,0.1514992442036393
4684,1731876891.097938,n01484850,1,0.9504522681236267,n01484850_6639,0.14718406234238815
4685,1731876891.1052544,n01494475,1,0.9152207970619202,n01494475_4087,0.14932948295698942
4686,1731876891.1125612,n01484850,0,0.0,n01484850_11973,0.15407652384377288
4687,1731876891.1196034,n01443537,1,0.9989336133003235,n01443537_24156,0.15841561997938156
4688,1731876891.126769,n01484850,1,0.9775365591049194,n01484850_24213,0.1536909989869422
4689,1731876891.1339638,n01443537,0,0.0,n01443537_11916,0.14804567788369238
4690,1731876891.1410744,n01443537,1,0.9674614667892456,n01443537_1834,0.15217064308525868
4691,1731876891.1484017,n01440764,1,0.9573935866355896,n01440764_14027,0.14761104860970117
4692,1731876891.1555488,n01491361,1,0.990078330039978,n01491361_1830,0.15028404167684334
4693,1731876891.1628413,n01491361,1,0.9295864701271057,n01491361_11268,0.12017077924479022
4694,1731876891.170053,n01491361,1,0.9800912737846375,n01491361_4371,0.14485615662703172
4695,1731876891.1772783,n01491361,0,0.0,n01491361_4437,0.1608007208893197
4696,1731876891.184491,n01484850,1,0.9951074123382568,n01484850_13577,0.16265008790804392
4697,1731876891.191575,n01443537,1,0.9665663242340088,n01443537_10482,0.14482948631056888
4698,1731876891.1987054,n01484850,1,0.9986372590065002,n01484850_20668,0.14702109295750646
4699,1731876891.2058468,n01494475,1,0.9918459057807922,n01494475_128,0.1544840271580272
4700,1731876891.3154767,n01443537,1,0.9661146402359009,n01443537_12876,0.1491239140508139
4701,1731876891.323881,n01443537,1,0.8996421694755554,n01443537_12408,0.15696719619739272
4702,1731876891.3310966,n01440764,0,0.0,n01440764_4852,0.14679022577889497
4703,1731876891.3382947,n01484850,1,0.959038257598877,n01484850_3544,0.15732811794340648
4704,1731876891.3455722,n01491361,1,0.5710604190826416,n01491361_5539,0.16088529609737726
4705,1731876891.3529012,n01494475,1,0.9970716238021851,n01494475_5445,0.15728388235798363
4706,1731876891.3602087,n01494475,0,0.0,n01494475_21698,0.14696410395185075
4707,1731876891.367268,n01443537,1,0.9988861680030823,n01443537_23838,0.14082947803291623
4708,1731876891.374426,n01494475,1,0.4369284212589264,n01494475_16238,0.1553734881340182
4709,1731876891.381586,n01440764,1,0.9998970031738281,n01440764_16072,0.15327743513439607
4710,1731876891.3887644,n01494475,1,0.9537366628646851,n01494475_3387,0.16677511330329892
4711,1731876891.3961298,n01494475,1,0.9715818762779236,n01494475_1810,0.14929920452271517
4712,1731876891.4034672,n01440764,1,0.9577323198318481,n01440764_13643,0.15254700853572223
4713,1731876891.4105592,n01440764,1,0.9983966946601868,n01440764_3393,0.15031023547450936
4714,1731876891.4178069,n01491361,1,0.787041425704956,n01491361_13026,0.15943751190435196
4715,1731876891.4249816,n01491361,1,0.9617109894752502,n01491361_650,0.15511088671234374
4716,1731876891.431813,n01484850,1,0.9296638369560242,n01484850_4471,0.15768281803782738
4717,1731876891.4390466,n01484850,1,0.9922001957893372,ILSVRC2012_val_00016988_n01484850,0.14958325457835456
4718,1731876891.4457128,n01484850,1,0.48794999718666077,n01484850_30629,0.1457724573551867
4719,1731876891.4529016,n01491361,1,0.997697651386261,n01491361_13494,0.14342757791914484
4720,1731876891.460052,n01491361,1,0.9882985353469849,n01491361_1040,0.14760739556796562
4721,1731876891.4674025,n01484850,1,0.8465493321418762,n01484850_22303,0.15483871697503102
4722,1731876891.4745324,n01484850,1,0.9009831547737122,n01484850_9628,0.15191085777677987
4723,1731876891.481823,n01494475,1,0.7374566197395325,n01494475_3963,0.14998165426672624
4724,1731876891.489146,n01440764,1,0.9974761605262756,n01440764_5785,0.15342275093308605
4725,1731876891.4965036,n01443537,1,0.9969933032989502,n01443537_22942,0.1489257518186013
4726,1731876891.5036533,n01443537,1,0.999686598777771,n01443537_13121,0.14710416372997417
4727,1731876891.5107892,n01494475,1,0.7417205572128296,n01494475_6207,0.15703332977931223
4728,1731876891.5180066,n01494475,1,0.9987258315086365,n01494475_7612,0.15086090801229946
4729,1731876891.5252855,n01494475,0,0.0,n01494475_20938,0.14343293746082456
4730,1731876891.532314,n01484850,1,0.7439703941345215,ILSVRC2012_val_00020011_n01484850,0.15909548075362628
4731,1731876891.539062,n01440764,1,0.9748741984367371,n01440764_11570,0.150960717893687
4732,1731876891.546151,n01440764,1,0.8864170908927917,n01440764_10979,0.14768276079762288
4733,1731876891.5533695,n01443537,1,0.9997039437294006,n01443537_4289,0.14511812416764533
4734,1731876891.5606978,n01440764,1,0.9988407492637634,n01440764_8826,0.14822668299679048
4735,1731876891.5680394,n01443537,1,0.9996700286865234,n01443537_50,0.1394886316637311
4736,1731876891.5748289,n01491361,1,0.8938663005828857,n01491361_4244,0.14285889016207212
4737,1731876891.5821745,n01440764,1,0.9985804557800293,n01440764_3756,0.15388305630129825
4738,1731876891.5894895,n01494475,1,0.9990816116333008,n01494475_10381,0.14163620266525556
4739,1731876891.5966833,n01440764,1,0.9294055104255676,n01440764_3198,0.14957456154681092
4740,1731876891.6039698,n01443537,1,0.7539331912994385,ILSVRC2012_val_00013513_n01443537,0.13716754975679016
4741,1731876891.6106756,n01440764,1,0.9923877716064453,n01440764_6917,0.14068584290021435
4742,1731876891.6179817,n01494475,1,0.9988197684288025,n01494475_8878,0.1565959669858824
4743,1731876891.6252968,n01484850,1,0.9818457365036011,n01484850_5640,0.15178742094605965
4744,1731876891.6325665,n01484850,1,0.9794961810112,n01484850_3373,0.14866842275371162
4745,1731876891.6399014,n01484850,0,0.0,n01484850_16832,0.16127377920388122
4746,1731876891.6469755,n01491361,1,0.9827463626861572,n01491361_8453,0.1511832134805564
4747,1731876891.654368,n01443537,1,0.9993945360183716,n01443537_9315,0.15136703399183413
4748,1731876891.6616406,n01484850,1,0.9586633443832397,n01484850_14567,0.14883001264415366
4749,1731876891.668806,n01440764,1,0.9984436631202698,n01440764_3761,0.15396777590644087
4750,1731876891.676227,n01494475,1,0.9670945405960083,n01494475_5409,0.14778504194346412
4751,1731876891.683631,n01491361,0,0.0,n01491361_11165,0.16776890278858939
4752,1731876891.6907969,n01440764,1,0.9995287656784058,n01440764_11881,0.1507787690243976
4753,1731876891.6979616,n01484850,1,0.9933066964149475,n01484850_4447,0.14199541983708514
4754,1731876891.705289,n01494475,0,0.0,ILSVRC2012_val_00040843_n01494475,0.14666119051821364
4755,1731876891.7119722,n01484850,1,0.5924764275550842,n01484850_17384,0.14729357842991053
4756,1731876891.719152,n01494475,1,0.9785780906677246,n01494475_665,0.15359605619167116
4757,1731876891.7259672,n01494475,1,0.9973905682563782,n01494475_5957,0.15131719961165088
4758,1731876891.7332125,n01440764,1,0.9995461106300354,ILSVRC2012_val_00017699_n01440764,0.15086877646976377
4759,1731876891.7400389,n01440764,1,0.9987886548042297,n01440764_8374,0.1423459647129634
4760,1731876891.7473884,n01440764,1,0.9981972575187683,n01440764_141,0.1539213185328061
4761,1731876891.7542942,n01484850,1,0.8769879341125488,n01484850_7155,0.1441934391327608
4762,1731876891.7615874,n01494475,1,0.3409038186073303,n01494475_5255,0.13900737362900256
4763,1731876891.7689886,n01494475,1,0.9660491943359375,n01494475_5322,0.1517855648142217
4764,1731876891.7764266,n01491361,1,0.9950389266014099,n01491361_3863,0.1498163994756236
4765,1731876891.7837236,n01484850,1,0.7707285284996033,n01484850_18878,0.14364142169490918
4766,1731876891.7908566,n01494475,1,0.9573050141334534,n01494475_127,0.15373979294804418
4767,1731876891.797678,n01443537,1,0.9998005032539368,n01443537_14344,0.14445454375731254
4768,1731876891.8048282,n01494475,1,0.9807032346725464,n01494475_8749,0.14830678908255296
4769,1731876891.8122234,n01440764,1,0.9958018660545349,n01440764_7016,0.14798033221533904
4770,1731876891.819448,n01443537,1,0.9996011853218079,n01443537_20722,0.15318455851564566
4771,1731876891.826588,n01440764,1,0.9998261332511902,n01440764_6643,0.1555673298875448
4772,1731876891.8338854,n01443537,1,0.9999501705169678,n01443537_22849,0.14657736961752055
4773,1731876891.8411345,n01443537,1,0.9991899132728577,n01443537_1508,0.1591805471193553
4774,1731876891.84851,n01494475,1,0.9504847526550293,n01494475_13684,0.14901237100303674
4775,1731876891.8556707,n01491361,1,0.9968095421791077,n01491361_6769,0.1570237438395512
4776,1731876891.862985,n01484850,1,0.9827479720115662,n01484850_9667,0.1599662152068983
4777,1731876891.8702886,n01443537,1,0.4396129548549652,n01443537_21162,0.15673278559687798
4778,1731876891.8773756,n01494475,1,0.8890160918235779,n01494475_6731,0.1548943325350894
4779,1731876891.8847494,n01440764,1,0.9998213648796082,n01440764_10027,0.15720232057321884
4780,1731876891.8918524,n01484850,1,0.7381584644317627,n01484850_30808,0.15287842173233493
4781,1731876891.8990133,n01494475,1,0.9503060579299927,n01494475_4795,0.1387182711728387
4782,1731876891.906285,n01440764,1,0.48117563128471375,n01440764_23646,0.1176735470801367
4783,1731876891.9134967,n01494475,1,0.9996098875999451,n01494475_8960,0.1488502474214509
4784,1731876891.9208272,n01443537,1,0.9915953278541565,n01443537_15891,0.14956825310819835
4785,1731876891.9279625,n01440764,1,0.9580255746841431,n01440764_5376,0.1456120436781407
4786,1731876891.9352827,n01491361,1,0.9520220160484314,n01491361_7416,0.15941476218343645
4787,1731876891.9425273,n01491361,1,0.9954250454902649,n01491361_7658,0.1620356142654859
4788,1731876891.9498615,n01484850,1,0.9844064712524414,n01484850_27948,0.162063175799055
4789,1731876891.957026,n01440764,1,0.8237378001213074,n01440764_10569,0.15476962926098028
4790,1731876891.9641953,n01494475,1,0.9858303666114807,n01494475_28059,0.14336675113102484
4791,1731876891.9713795,n01494475,1,0.752281665802002,n01494475_16307,0.15019066961969535
4792,1731876891.9784892,n01443537,1,0.997803270816803,n01443537_19048,0.1523223939500325
4793,1731876891.9856582,n01494475,1,0.9824062585830688,n01494475_3759,0.14053863691532403
4794,1731876891.9929965,n01440764,1,0.9990794658660889,n01440764_1336,0.15414257582959073
4795,1731876892.0003326,n01491361,1,0.971577525138855,n01491361_558,0.14960592022167127
4796,1731876892.0075603,n01443537,1,0.9995309114456177,n01443537_19638,0.16336670874973616
4797,1731876892.0147858,n01443537,1,0.9999045133590698,n01443537_15450,0.14875998136742463
4798,1731876892.0219777,n01443537,1,0.9899471402168274,n01443537_801,0.15251527203193507
4799,1731876892.0288465,n01484850,1,0.9379738569259644,n01484850_23830,0.15170581420676316
4800,1731876892.1384428,n01443537,1,0.9999998807907104,n01443537_18549,0.15052639016127942
4801,1731876892.1467307,n01484850,1,0.8423495888710022,n01484850_20915,0.1525831103565083
4802,1731876892.1538715,n01484850,0,0.0,n01484850_17351,0.14856222694374704
4803,1731876892.1609147,n01484850,1,0.842456579208374,n01484850_6295,0.15553697606507605
4804,1731876892.168164,n01491361,1,0.9505884051322937,n01491361_8149,0.15706833903415723
4805,1731876892.1754284,n01440764,1,0.999687671661377,ILSVRC2012_val_00017700_n01440764,0.15264210856581215
4806,1731876892.182078,n01494475,0,0.0,n01494475_7351,0.1521380330357307
4807,1731876892.1892045,n01494475,1,0.9442128539085388,n01494475_7129,0.16552598862563345
4808,1731876892.1965318,n01494475,1,0.45886367559432983,n01494475_7585,0.1536855897396976
4809,1731876892.2038,n01440764,1,0.999829888343811,n01440764_12996,0.149089767140513
4810,1731876892.210902,n01484850,1,0.9803594350814819,n01484850_3179,0.15138757145981044
4811,1731876892.2182658,n01491361,1,0.9748936295509338,n01491361_7545,0.1620756015896568
4812,1731876892.225878,n01440764,1,0.9846958518028259,n01440764_7519,0.13832240349790145
4813,1731876892.2336032,n01440764,1,0.9728813171386719,n01440764_4106,0.18625013723725226
4814,1731876892.2414863,n01491361,1,0.9458903670310974,n01491361_12847,0.1521461746471799
4815,1731876892.2492566,n01443537,1,0.8386826515197754,n01443537_11686,0.1619274455807509
4816,1731876892.256871,n01494475,1,0.9992808699607849,n01494475_3549,0.15640313552046328
4817,1731876892.2642393,n01443537,1,0.9999305009841919,n01443537_22538,0.1560302761134392
4818,1731876892.2714627,n01494475,1,0.9905481934547424,n01494475_10598,0.12635135115745524
4819,1731876892.2786596,n01484850,1,0.9695534110069275,n01484850_5162,0.09072599550238053
4820,1731876892.2859583,n01491361,1,0.9685462117195129,n01491361_5303,0.1572339428523439
4821,1731876892.2933266,n01494475,1,0.960840106010437,n01494475_16592,0.15758369583962353
4822,1731876892.3004327,n01494475,1,0.9913004040718079,n01494475_3340,0.13891188163103033
4823,1731876892.307732,n01491361,1,0.9957752823829651,n01491361_1731,0.15357923748125005
4824,1731876892.315021,n01491361,1,0.9993378520011902,n01491361_5665,0.1544470639727143
4825,1731876892.3223636,n01443537,1,0.44937703013420105,n01443537_21524,0.15204370488979405
4826,1731876892.329402,n01484850,1,0.7989990711212158,ILSVRC2012_val_00016859_n01484850,0.15319103272662654
4827,1731876892.3361492,n01440764,1,0.9925705790519714,n01440764_9940,0.15100294282540558
4828,1731876892.3435092,n01491361,1,0.9533001184463501,n01491361_8721,0.16174560289855777
4829,1731876892.3507674,n01443537,1,0.9998158812522888,n01443537_20209,0.15255165722393388
4830,1731876892.357921,n01440764,1,0.944905698299408,n01440764_13274,0.1525028267159107
4831,1731876892.3650506,n01440764,1,0.9991650581359863,n01440764_14855,0.14819816012348605
4832,1731876892.3721874,n01440764,1,0.9986863732337952,n01440764_9289,0.15377719937887763
4833,1731876892.379444,n01484850,1,0.9306920766830444,n01484850_18289,0.15467450010725906
4834,1731876892.3865674,n01440764,1,0.9942944645881653,n01440764_8748,0.15262469661875572
4835,1731876892.393835,n01491361,1,0.8649936318397522,n01491361_4085,0.12027878637659022
4836,1731876892.4011102,n01494475,1,0.9090657830238342,n01494475_2163,0.15160994148294207
4837,1731876892.4083796,n01484850,1,0.8941031694412231,n01484850_2212,0.16071696370971383
4838,1731876892.415651,n01440764,1,0.8213875889778137,n01440764_6572,0.15309692108223358
4839,1731876892.422886,n01494475,1,0.9912070631980896,n01494475_13237,0.14615384020369201
4840,1731876892.4300432,n01443537,1,0.9998703002929688,n01443537_8540,0.15467385769636177
4841,1731876892.4373236,n01491361,1,0.933235228061676,n01491361_2680,0.15011011969059246
4842,1731876892.444633,n01494475,1,0.995751142501831,n01494475_789,0.14722961708412996
4843,1731876892.4513757,n01494475,0,0.0,n01494475_6905,0.15264790173021753
4844,1731876892.4586222,n01484850,1,0.8707495927810669,n01484850_1403,0.1625510797521949
4845,1731876892.4658961,n01494475,0,0.0,n01494475_8954,0.14940727400716988
4846,1731876892.4730856,n01494475,1,0.9152207970619202,n01494475_4087,0.15640940454114216
4847,1731876892.4803603,n01491361,1,0.7479494214057922,n01491361_352,0.15174124758112698
4848,1731876892.4870892,n01491361,1,0.9867254495620728,n01491361_2273,0.14988294311442588
4849,1731876892.4943728,n01443537,0,0.0,n01443537_21388,0.14290106025622676
4850,1731876892.500884,n01484850,1,0.6138761043548584,n01484850_19385,0.14709436943679852
4851,1731876892.5080886,n01440764,1,0.999176561832428,n01440764_14176,0.15149222694459408
4852,1731876892.515265,n01443537,1,0.4396129548549652,n01443537_21162,0.15824771541689822
4853,1731876892.5224326,n01484850,1,0.9652992486953735,n01484850_16711,0.16219221248569188
4854,1731876892.5295804,n01494475,0,0.0,n01494475_11739,0.14220617247483527
4855,1731876892.5367754,n01494475,1,0.6270459294319153,n01494475_8069,0.15116519041863366
4856,1731876892.544135,n01494475,1,0.8176851868629456,n01494475_14397,0.14206836580695428
4857,1731876892.551186,n01440764,1,0.9984777569770813,n01440764_20451,0.15073645338813146
4858,1731876892.5582783,n01484850,0,0.0,n01484850_18856,0.15885121306944744
4859,1731876892.5653882,n01443537,1,0.9301353693008423,n01443537_10521,0.20191110544739696
4860,1731876892.5726225,n01484850,1,0.7468249201774597,n01484850_8956,0.1522237117666582
4861,1731876892.580022,n01491361,0,0.0,n01491361_3217,0.15488597671880702
4862,1731876892.5872166,n01491361,0,0.0,n01491361_476,0.14979774962478482
4863,1731876892.5938754,n01494475,1,0.9969809651374817,n01494475_27846,0.15698564825561548
4864,1731876892.6010199,n01484850,1,0.5667300224304199,n01484850_9905,0.1485821752509675
4865,1731876892.6082947,n01440764,1,0.9837923049926758,n01440764_8572,0.15511001582488462
4866,1731876892.6156507,n01491361,1,0.847949743270874,n01491361_3866,0.14756580844994627
4867,1731876892.62288,n01484850,1,0.9613641500473022,n01484850_1831,0.15242199908445542
4868,1731876892.6301262,n01484850,1,0.9808760285377502,n01484850_5649,0.14089106308083696
4869,1731876892.6374276,n01484850,1,0.9034233093261719,n01484850_26572,0.15200191228302012
4870,1731876892.6445825,n01494475,1,0.9440442323684692,n01494475_7194,0.15123854063916714
4871,1731876892.6519482,n01484850,1,0.9520357847213745,n01484850_7233,0.15081376220217985
4872,1731876892.6592507,n01440764,0,0.0,n01440764_4074,0.1477312365613181
4873,1731876892.6666086,n01494475,1,0.9791075587272644,n01494475_644,0.15426073141561844
4874,1731876892.6734133,n01484850,1,0.8850794434547424,n01484850_782,0.14924910855703857
4875,1731876892.680142,n01440764,0,0.0,ILSVRC2012_val_00003014_n01440764,0.1509699193712347
4876,1731876892.6867185,n01494475,1,0.9926049709320068,n01494475_15312,0.15793728247697247
4877,1731876892.6938322,n01484850,1,0.8412931561470032,n01484850_2616,0.14885062376883806
4878,1731876892.701121,n01491361,1,0.999431312084198,n01491361_6851,0.14441321337895366
4879,1731876892.7084923,n01484850,1,0.9969471096992493,n01484850_12713,0.15822298534719995
4880,1731876892.7156944,n01491361,1,0.9932457804679871,n01491361_2757,0.1561162441780725
4881,1731876892.7230685,n01484850,1,0.9070741534233093,n01484850_1747,0.15957090094493365
4882,1731876892.7303188,n01484850,1,0.4366220533847809,n01484850_21109,0.15116101786097863
4883,1731876892.7374065,n01491361,1,0.8700132966041565,n01491361_1257,0.14908492449756935
4884,1731876892.7447174,n01494475,0,0.0,n01494475_15849,0.1443709063055116
4885,1731876892.75177,n01440764,1,0.9999428987503052,n01440764_13545,0.1562626289353558
4886,1731876892.75892,n01443537,1,0.9999809265136719,n01443537_10782,0.15897434833441246
4887,1731876892.7660449,n01443537,1,0.9973320960998535,n01443537_2419,0.1387442971859906
4888,1731876892.7734113,n01443537,1,0.9999635219573975,n01443537_338,0.14925269896897692
4889,1731876892.7801478,n01443537,1,0.9999774694442749,n01443537_24543,0.15042571618631184
4890,1731876892.787277,n01491361,0,0.0,n01491361_7265,0.1526186732636472
4891,1731876892.7945192,n01494475,1,0.9161781668663025,n01494475_3956,0.15683723064245006
4892,1731876892.8019478,n01440764,1,0.9999144077301025,n01440764_6341,0.15623163122794373
4893,1731876892.8092923,n01484850,1,0.9695534110069275,n01484850_5162,0.15106760067069053
4894,1731876892.816568,n01484850,1,0.9741714596748352,n01484850_21760,0.14966092566671424
4895,1731876892.8237076,n01494475,0,0.0,n01494475_16927,0.15087397448130435
4896,1731876892.8306882,n01484850,1,0.7921406030654907,n01484850_5013,0.1465451444201892
4897,1731876892.8380358,n01491361,0,0.0,n01491361_5196,0.14238221611304552
4898,1731876892.8452518,n01491361,1,0.9993378520011902,n01491361_5665,0.1525871589157578
4899,1731876892.8525796,n01443537,1,0.7182948589324951,n01443537_10007,0.15344071512052573
4900,1731876892.9625185,n01484850,1,0.9916818737983704,n01484850_15641,0.178548763159473
4901,1731876892.9709084,n01484850,1,0.9831534028053284,n01484850_10538,0.15954469922115408
4902,1731876892.9781845,n01440764,1,0.9888745546340942,n01440764_10491,0.15116853525689794
4903,1731876892.9853127,n01484850,1,0.9942936301231384,n01484850_1329,0.15819144680593775
4904,1731876892.992688,n01494475,1,0.9985970854759216,n01494475_2001,0.15306582957888826
4905,1731876892.9999108,n01491361,1,0.8485247492790222,n01491361_5083,0.15328411763310945
4906,1731876893.0076034,n01484850,1,0.9927000403404236,n01484850_1783,0.1466436849992644
4907,1731876893.0150173,n01494475,1,0.6953155994415283,n01494475_8653,0.15354435280122194
4908,1731876893.0222604,n01484850,1,0.8926764130592346,n01484850_13787,0.15673880332742549
4909,1731876893.0294194,n01494475,1,0.9756420254707336,n01494475_5390,0.16990363869504133
4910,1731876893.0367515,n01443537,1,0.9978184700012207,n01443537_5909,0.15885905907619555
4911,1731876893.0440662,n01484850,1,0.9583024978637695,n01484850_17399,0.1530218157588742
4912,1731876893.0512125,n01440764,1,0.997495710849762,n01440764_8426,0.1508610906328096
