,time_stamp,label,accuracy,confidence,file_name,reponse_time
61,1731876853.4040425,n01440764,0,0.0,n01440764_3236,1.2079900294586963
62,1731876853.411201,n01491361,1,0.4069627821445465,n01491361_14965,1.2093896210322903
63,1731876853.4181597,n01491361,1,0.5465571284294128,n01491361_71,1.2083202650363711
64,1731876853.4246497,n01491361,0,0.0,n01491361_5810,1.2096565039512366
65,1731876853.4316664,n01484850,0,0.0,n01484850_8747,1.2097101564066797
66,1731876853.4387574,n01484850,1,0.6085963845252991,n01484850_20668,1.2094604701921543
67,1731876853.4456534,n01494475,0,0.0,n01494475_5365,1.208300702887809
68,1731876853.452763,n01440764,0,0.0,n01440764_5256,1.2088155215627698
69,1731876853.4599247,n01484850,0,0.0,n01484850_22362,1.2093402149907966
70,1731876853.466843,n01484850,1,0.785974383354187,n01484850_14655,1.2080761996891092
71,1731876853.4738486,n01440764,1,0.542671799659729,n01440764_8885,1.2085232410257196
72,1731876853.481014,n01494475,0,0.0,n01494475_6729,1.208474744386039
73,1731876853.4881299,n01440764,1,0.8146651387214661,n01440764_6672,1.210439625547503
74,1731876853.4952507,n01491361,0,0.0,n01491361_5918,1.2092916916055718
75,1731876853.5016372,n01494475,1,0.6495212316513062,n01494475_8005,1.2089620325751986
76,1731876853.5087473,n01443537,1,0.4061974585056305,n01443537_10092,1.2104053580751037
77,1731876853.5157168,n01494475,1,0.570231020450592,n01494475_5731,1.2074696720313685
78,1731876853.5228913,n01484850,1,0.49672096967697144,n01484850_15491,1.2107180571563079
79,1731876853.529856,n01484850,0,0.0,n01484850_2616,1.2083931948291196
80,1731876853.5369995,n01494475,1,0.7325192093849182,n01494475_627,1.209547129010285
81,1731876853.5436757,n01484850,0,0.0,n01484850_21602,1.207374571937765
82,1731876853.5506377,n01440764,0,0.0,n01440764_7638,1.2082328905336002
83,1731876853.557712,n01440764,0,0.0,n01440764_11566,1.2100897457305224
84,1731876853.564603,n01443537,0,0.0,n01443537_9712,1.2071267034831008
85,1731876853.571594,n01491361,1,0.7264108061790466,n01491361_325,1.2101989831909294
86,1731876853.5782568,n01491361,1,0.7141653895378113,n01491361_4098,1.207153462151269
87,1731876853.5853772,n01494475,1,0.5187376737594604,n01494475_8749,1.2108108495245096
88,1731876853.5925007,n01484850,1,0.5957631468772888,n01484850_8071,1.208991482684381
89,1731876853.5996783,n01440764,1,0.7116566896438599,n01440764_17896,1.210642880135063
90,1731876853.6065943,n01440764,1,0.6330086588859558,n01440764_345,1.2093692453827023
91,1731876853.6131837,n01484850,1,0.6278614401817322,n01484850_1976,1.2091155884205897
92,1731876853.620331,n01484850,1,0.5116220116615295,n01484850_7264,1.2091223056776597
93,1731876853.627377,n01484850,1,0.5676867961883545,n01484850_630,1.2101980874836946
94,1731876853.6339674,n01440764,0,0.0,n01440764_14650,1.2097542564692507
95,1731876853.6408646,n01443537,0,0.0,n01443537_5219,1.2110344417142995
96,1731876853.6479685,n01494475,0,0.0,n01494475_7179,1.20891179070639
97,1731876853.6550145,n01484850,1,0.4694891571998596,n01484850_29936,1.209581442091036
98,1731876853.661995,n01443537,1,0.8184004426002502,n01443537_1370,1.209455823774289
99,1731876853.6690817,n01494475,1,0.6294735670089722,n01494475_11760,1.2114285186715923
100,1731876853.778239,n01440764,0,0.0,n01440764_13257,1.208799866414865
101,1731876853.7857041,n01494475,0,0.0,ILSVRC2012_val_00027283_n01494475,1.209969275533942
102,1731876853.7921157,n01484850,1,0.6772803664207458,n01484850_29258,1.2097646613568365
103,1731876853.79901,n01484850,1,0.5315865278244019,n01484850_18500,1.2098637858817054
104,1731876853.8058648,n01484850,1,0.5410969257354736,n01484850_15528,1.2124309374905757
105,1731876853.8127677,n01491361,1,0.6276277303695679,n01491361_619,1.2087535934482416
106,1731876853.8191879,n01440764,1,0.8211435675621033,n01440764_1514,1.206924774735135
107,1731876853.8262293,n01494475,0,0.0,ILSVRC2012_val_00045925_n01494475,1.210180907695128
108,1731876853.832514,n01491361,1,0.6479170322418213,n01491361_1921,1.2122547778846342
109,1731876853.839572,n01484850,0,0.0,n01484850_15809,1.209790981712584
110,1731876853.8463311,n01443537,1,0.4982357621192932,n01443537_21656,1.2088181714317305
111,1731876853.8532403,n01440764,1,0.7340015769004822,n01440764_137,1.2107699340606353
112,1731876853.859765,n01494475,1,0.7846040725708008,n01494475_7082,1.210625967803089
113,1731876853.8667943,n01494475,0,0.0,n01494475_16520,1.2111097547674083
114,1731876853.8736567,n01491361,1,0.7518577575683594,n01491361_564,1.209835033981883
115,1731876853.8802178,n01484850,1,0.6405690312385559,n01484850_8469,1.2109887568766455
116,1731876853.8872805,n01440764,1,0.7304779887199402,n01440764_5848,1.2084188367592468
117,1731876853.8943367,n01494475,1,0.506281852722168,n01494475_17379,1.2098081943210401
118,1731876853.9011889,n01494475,1,0.5516482591629028,n01494475_12096,1.2096685907546927
119,1731876853.908091,n01440764,0,0.0,ILSVRC2012_val_00037861_n01440764,1.2096525248827434
120,1731876853.9145977,n01491361,1,0.47175735235214233,n01491361_6199,1.2084183144803555
121,1731876853.9217403,n01440764,0,0.0,n01440764_11636,1.2094770094730474
122,1731876853.9286845,n01440764,0,0.0,n01440764_17514,1.2115963927403794
123,1731876853.9356236,n01440764,1,0.8611142039299011,n01440764_2633,1.2100014533413679
124,1731876853.9427714,n01484850,1,0.5023834705352783,ILSVRC2012_val_00025900_n01484850,1.2086924128134813
125,1731876853.94935,n01494475,0,0.0,n01494475_677,1.210405352761514
126,1731876853.9559186,n01494475,0,0.0,n01494475_694,1.2095717536215287
127,1731876853.9623485,n01491361,1,0.39467698335647583,ILSVRC2012_val_00013628_n01491361,1.2076418889208642
128,1731876853.9688616,n01440764,0,0.0,n01440764_9567,1.2092789319727517
129,1731876853.9758773,n01484850,1,0.7513708472251892,n01484850_19555,1.2098310723477994
130,1731876853.982806,n01484850,1,0.8072382211685181,n01484850_24170,1.2092016150796345
131,1731876853.9896603,n01443537,1,0.8289487957954407,n01443537_3792,1.2100665637075345
132,1731876853.9966793,n01440764,1,0.7837054133415222,n01440764_16957,1.2096299000954684
133,1731876854.003598,n01443537,1,0.7018191814422607,n01443537_10500,1.2101623606074299
134,1731876854.0106235,n01443537,1,0.6917799711227417,n01443537_13924,1.2101916286280425
135,1731876854.0175924,n01484850,0,0.0,n01484850_29982,1.2087206051069244
136,1731876854.0244756,n01440764,0,0.0,n01440764_14150,1.2105895529214994
137,1731876854.0314145,n01494475,0,0.0,n01494475_8006,1.2103100507412323
138,1731876854.0384543,n01494475,1,0.4419644773006439,n01494475_22997,1.2052006566517075
139,1731876854.0453641,n01484850,0,0.0,n01484850_32785,1.210055401167495
140,1731876854.0521524,n01491361,0,0.0,ILSVRC2012_val_00031568_n01491361,1.2108749101250915
141,1731876854.0586076,n01491361,1,0.8204224109649658,n01491361_10599,1.2102082634213627
142,1731876854.0655239,n01443537,0,0.0,n01443537_1167,1.2094726077043436
143,1731876854.0725267,n01491361,0,0.0,n01491361_6959,1.2112178758629704
144,1731876854.0795488,n01440764,1,0.4668118953704834,n01440764_19219,1.2065266814784275
145,1731876854.0864458,n01443537,1,0.7077103853225708,n01443537_23892,1.2071255376574175
146,1731876854.0933502,n01443537,1,0.652092695236206,n01443537_4784,1.2113344509688542
147,1731876854.1003897,n01491361,1,0.6098262071609497,n01491361_711,1.2082104775593099
148,1731876854.1068764,n01494475,1,0.7675836086273193,n01494475_13173,1.208609012749426
149,1731876854.1138084,n01443537,1,0.7522058486938477,n01443537_6999,1.2111786588321523
150,1731876854.1208303,n01491361,1,0.5036922097206116,n01491361_4035,1.2083150293412568
151,1731876854.1277921,n01440764,0,0.0,n01440764_10756,1.2102830740242192
152,1731876854.1345847,n01494475,0,0.0,n01494475_10855,1.2090007184546505
153,1731876854.1412516,n01494475,0,0.0,n01494475_361,1.2071701717340613
154,1731876854.147691,n01491361,1,0.45058026909828186,n01491361_13033,1.209868632583201
155,1731876854.154486,n01443537,0,0.0,n01443537_957,1.2097463507605501
156,1731876854.1608617,n01491361,0,0.0,n01491361_5367,1.2109483299296424
157,1731876854.167771,n01494475,1,0.643815279006958,n01494475_27559,1.2112475546852282
158,1731876854.1746132,n01491361,0,0.0,n01491361_8089,1.208563355200417
159,1731876854.181561,n01494475,1,0.41304925084114075,n01494475_1289,1.2087811279624947
160,1731876854.1886148,n01440764,0,0.0,n01440764_8580,1.2068326948629824
161,1731876854.1956415,n01484850,1,0.7424262762069702,n01484850_20482,1.2079592821760297
162,1731876854.2024455,n01440764,1,0.7979193329811096,n01440764_4906,1.2091978038122826
163,1731876854.2094955,n01484850,0,0.0,ILSVRC2012_val_00046171_n01484850,1.2115045540396188
164,1731876854.2159185,n01491361,1,0.3517918586730957,n01491361_14212,1.2079973975668474
165,1731876854.222749,n01494475,0,0.0,n01494475_17359,1.208279345507133
166,1731876854.229583,n01443537,1,0.3192567825317383,n01443537_24023,1.2094174610928636
167,1731876854.2365108,n01443537,0,0.0,n01443537_24393,1.2097921076583142
168,1731876854.243305,n01443537,1,0.8277315497398376,n01443537_1170,1.2088999287153765
169,1731876854.250326,n01440764,1,0.47653454542160034,n01440764_10108,1.2090971315123091
170,1731876854.2572098,n01440764,0,0.0,n01440764_5154,1.2100004454334206
171,1731876854.2642329,n01443537,1,0.5237488150596619,n01443537_17026,1.2077670821935849
172,1731876854.2711313,n01443537,1,0.3580681085586548,n01443537_19509,1.2099947916658143
173,1731876854.278016,n01440764,0,0.0,n01440764_8003,1.2096655583041052
174,1731876854.2850304,n01443537,1,0.5297327637672424,n01443537_12838,1.2083034735019618
175,1731876854.2919066,n01443537,0,0.0,n01443537_16942,1.2077392350584468
176,1731876854.2987392,n01494475,1,0.4622287154197693,n01494475_3942,1.210592590503331
177,1731876854.3058245,n01484850,1,0.8396881222724915,n01484850_14797,1.205311449953997
178,1731876854.3127365,n01484850,0,0.0,n01484850_9386,1.2116519010811078
179,1731876854.319791,n01494475,1,0.8132690191268921,n01494475_4297,1.2064019869364657
180,1731876854.3268392,n01491361,0,0.0,n01491361_8835,1.2100409385735666
181,1731876854.3338149,n01491361,1,0.7516440749168396,n01491361_5236,1.2100915191680788
182,1731876854.3407876,n01440764,0,0.0,n01440764_11668,1.2105775589193462
183,1731876854.3476155,n01440764,1,0.5539320111274719,n01440764_6990,1.2104059277357702
184,1731876854.3546526,n01484850,0,0.0,n01484850_9040,1.2097100175812074
185,1731876854.3615458,n01491361,1,0.7378267645835876,ILSVRC2012_val_00034038_n01491361,1.2118211917736108
186,1731876854.3679805,n01491361,0,0.0,n01491361_3620,1.2086543092821538
187,1731876854.3749316,n01484850,1,0.618582546710968,n01484850_10900,1.2098559758387286
188,1731876854.3817751,n01491361,1,0.41481122374534607,n01491361_1099,1.2097443456208765
189,1731876854.3887124,n01440764,0,0.0,n01440764_7857,1.2099755063588777
190,1731876854.3956795,n01491361,0,0.0,n01491361_272,1.2105315687880467
191,1731876854.4021213,n01494475,1,0.6359202861785889,n01494475_8212,1.2105976424915181
192,1731876854.4091492,n01484850,1,0.6412859559059143,n01484850_2995,1.2118541443078297
193,1731876854.4161408,n01491361,1,0.8101486563682556,n01491361_522,1.2072334625372643
194,1731876854.4226599,n01484850,0,0.0,n01484850_4845,1.2095308517252763
195,1731876854.4296405,n01484850,1,0.5116220116615295,n01484850_7264,1.2068523320212885
196,1731876854.436671,n01484850,1,0.8025986552238464,n01484850_7187,1.2097063328674889
197,1731876854.4437277,n01491361,0,0.0,n01491361_6459,1.207147070173401
198,1731876854.4506803,n01440764,0,0.0,n01440764_4804,1.2099342331556826
199,1731876854.4576058,n01443537,1,0.8100054860115051,n01443537_12360,1.2088385174347913
200,1731876854.568559,n01491361,1,0.6022228002548218,n01491361_5539,1.209939859707017
201,1731876854.5761452,n01440764,0,0.0,n01440764_10382,1.2105487237429058
202,1731876854.5830379,n01484850,1,0.39586055278778076,n01484850_31339,1.209842568974584
203,1731876854.5899148,n01443537,1,0.8461947441101074,n01443537_19936,1.2094718418005008
204,1731876854.5968034,n01484850,1,0.4008677005767822,ILSVRC2012_val_00023185_n01484850,1.214480869085225
205,1731876854.6033306,n01491361,0,0.0,n01491361_2661,1.207633647114148
206,1731876854.6104002,n01440764,0,0.0,n01440764_457,1.2087010110595062
207,1731876854.6168919,n01494475,1,0.5675782561302185,n01494475_7561,1.2083822989290065
208,1731876854.6239934,n01440764,1,0.7064597606658936,n01440764_19302,1.2085863399942545
209,1731876854.6308947,n01440764,0,0.0,n01440764_11211,1.209907316438117
210,1731876854.637801,n01484850,0,0.0,n01484850_31654,1.2102292472362117
211,1731876854.6447585,n01440764,0,0.0,n01440764_4510,1.2104647639960027
212,1731876854.6517484,n01440764,0,0.0,n01440764_2816,1.2072698991911128
213,1731876854.6587656,n01484850,0,0.0,n01484850_29376,1.2081475625881022
214,1731876854.6656249,n01484850,1,0.8038919568061829,n01484850_3993,1.210971708134559
215,1731876854.6726983,n01484850,1,0.5378388166427612,n01484850_6338,1.2082015583341947
216,1731876854.6799505,n01494475,0,0.0,n01494475_1292,1.2090086310528605
217,1731876854.687113,n01440764,0,0.0,n01440764_5232,1.2100005977300923
218,1731876854.6942296,n01494475,0,0.0,ILSVRC2012_val_00045133_n01494475,1.209896252935374
219,1731876854.700703,n01491361,1,0.5511263608932495,n01491361_997,1.2103906590680553
220,1731876854.7072332,n01491361,0,0.0,n01491361_5487,1.200042165682084
221,1731876854.7143252,n01440764,1,0.6238735914230347,n01440764_12090,1.2104758105828117
222,1731876854.721251,n01440764,0,0.0,n01440764_105,1.2106076645541022
223,1731876854.727715,n01440764,0,0.0,n01440764_3761,1.2068637960811492
224,1731876854.7347176,n01494475,1,0.718269944190979,n01494475_1421,1.2134581465688719
225,1731876854.7417717,n01494475,1,0.420595645904541,n01494475_4877,1.2091773734041038
226,1731876854.748811,n01440764,1,0.6442140936851501,n01440764_12494,1.2087723743899679
227,1731876854.755718,n01443537,1,0.5337340235710144,n01443537_23518,1.2087011769026557
228,1731876854.7625072,n01494475,0,0.0,n01494475_5903,1.2089503208285484
229,1731876854.7695475,n01440764,1,0.5667280554771423,n01440764_30045,1.2078137729619274
230,1731876854.776491,n01440764,1,0.8403645753860474,n01440764_10726,1.2096501612027464
231,1731876854.7833462,n01440764,0,0.0,n01440764_1656,1.2098218599570543
232,1731876854.7903407,n01494475,1,0.7808507680892944,n01494475_7655,1.2069758865253415
233,1731876854.7974117,n01440764,0,0.0,n01440764_547,1.2082650541352542
234,1731876854.803937,n01440764,1,0.5953986644744873,n01440764_11547,1.20876233034837
235,1731876854.8107984,n01440764,1,0.574884295463562,n01440764_1302,1.2101698612040668
236,1731876854.8178573,n01491361,0,0.0,n01491361_337,1.2087571129179953
237,1731876854.8242962,n01443537,1,0.34352296590805054,n01443537_24417,1.207679543086634
238,1731876854.8311563,n01443537,0,0.0,n01443537_18065,1.2091209910370755
239,1731876854.8380024,n01440764,0,0.0,n01440764_9885,1.2096848226563592
240,1731876854.8449974,n01443537,0,0.0,n01443537_4431,1.2105663461939187
241,1731876854.8520098,n01443537,0,0.0,n01443537_7947,1.2081807081102283
242,1731876854.859071,n01443537,1,0.6432397365570068,n01443537_6272,1.2095023991043
243,1731876854.8661222,n01440764,0,0.0,n01440764_10548,1.2094210277502015
244,1731876854.8729684,n01484850,1,0.7812606692314148,n01484850_15114,1.2087876874993373
245,1731876854.8798778,n01443537,1,0.7615469098091125,n01443537_10677,1.2091140351317387
246,1731876854.8867705,n01484850,1,0.6517332196235657,n01484850_4290,1.2093410190642102
247,1731876854.893748,n01484850,1,0.7438166737556458,n01484850_16805,1.2116194421425395
248,1731876854.900693,n01491361,0,0.0,n01491361_6486,1.210219953567456
249,1731876854.9075856,n01484850,0,0.0,n01484850_24355,1.2081436220573627
250,1731876854.9145105,n01484850,1,0.5722842812538147,n01484850_12913,1.2105895856807367
251,1731876854.921375,n01443537,0,0.0,n01443537_17803,1.2085302939207794
252,1731876854.9282353,n01484850,1,0.7327237129211426,n01484850_11167,1.2094978892084367
253,1731876854.9350524,n01491361,0,0.0,n01491361_4501,1.2080832351691093
254,1731876854.9419982,n01494475,0,0.0,n01494475_7555,1.2082036236224165
255,1731876854.9489512,n01443537,0,0.0,n01443537_18549,1.210081363760152
256,1731876854.955829,n01484850,1,0.7767416834831238,n01484850_3533,1.2115235656328363
257,1731876854.9628446,n01440764,1,0.8173894286155701,n01440764_5785,1.2087010541861605
258,1731876854.9698646,n01443537,0,0.0,n01443537_13513,1.209654590162888
259,1731876854.9766884,n01494475,0,0.0,n01494475_10099,1.211273026596025
260,1731876854.9834073,n01491361,1,0.5173311233520508,n01491361_11372,1.2077374404743102
261,1731876854.9902582,n01484850,1,0.6451663970947266,n01484850_22384,1.208850687791167
262,1731876854.9971473,n01494475,1,0.35739073157310486,n01494475_21157,1.2103483040364247
263,1731876855.0039377,n01491361,1,0.35167959332466125,n01491361_9604,1.209016300780287
264,1731876855.011007,n01491361,0,0.0,n01491361_8749,1.2073733526827473
265,1731876855.0178497,n01494475,1,0.3574439585208893,n01494475_12616,1.207752338657414
266,1731876855.024765,n01440764,0,0.0,n01440764_9885,1.2084588766998587
267,1731876855.031802,n01491361,1,0.6230127215385437,n01491361_11496,1.2094195390717064
268,1731876855.038619,n01484850,1,0.6525916457176208,n01484850_22544,1.2094436921621665
269,1731876855.0455506,n01440764,0,0.0,n01440764_5966,1.2118102979779055
270,1731876855.0524101,n01443537,1,0.3013331890106201,n01443537_17101,1.2064685417480279
271,1731876855.0592577,n01494475,1,0.6133303642272949,n01494475_267,1.2103843978838456
272,1731876855.0657623,n01491361,0,0.0,n01491361_700,1.2085048400297358
273,1731876855.072123,n01494475,0,0.0,n01494475_4044,1.209509430891968
274,1731876855.0791156,n01494475,1,0.46508118510246277,n01494475_3653,1.211724122450938
275,1731876855.0861306,n01491361,1,0.7982767224311829,n01491361_2452,1.2130801599809977
276,1731876855.0931542,n01484850,0,0.0,n01484850_7965,1.2091388102673064
277,1731876855.1000965,n01494475,1,0.4002811908721924,n01494475_58,1.2102376643369883
278,1731876855.1064441,n01440764,0,0.0,n01440764_7016,1.210478471849685
279,1731876855.113475,n01443537,0,0.0,n01443537_11773,1.2101138467041583
280,1731876855.1201744,n01443537,1,0.8329979777336121,n01443537_16382,1.2098033424749925
281,1731876855.1270382,n01494475,0,0.0,n01494475_12119,1.2076502167327556
282,1731876855.13384,n01494475,1,0.7633513808250427,n01494475_26094,1.2092059335434604
283,1731876855.140696,n01443537,0,0.0,n01443537_13760,1.2073312355946944
284,1731876855.1474943,n01484850,1,0.7133504152297974,n01484850_23696,1.2111215989083257
285,1731876855.1544125,n01440764,0,0.0,n01440764_12571,1.2101285964261612
286,1731876855.1612644,n01494475,0,0.0,ILSVRC2012_val_00020418_n01494475,1.2105034693384864
287,1731876855.1676102,n01484850,0,0.0,n01484850_27855,1.2069665421379114
288,1731876855.174293,n01443537,0,0.0,n01443537_16940,1.2096119569429107
289,1731876855.1810622,n01443537,0,0.0,n01443537_17328,1.2108048762290824
290,1731876855.1879418,n01494475,1,0.6164905428886414,n01494475_9631,1.208569167669342
291,1731876855.1949518,n01484850,0,0.0,n01484850_14162,1.2105812768596027
292,1731876855.2017303,n01440764,0,0.0,n01440764_29731,1.212806715100293
293,1731876855.2085776,n01440764,0,0.0,n01440764_22773,1.208873278406886
294,1731876855.2154214,n01491361,0,0.0,n01491361_851,1.2098278325471292
295,1731876855.221816,n01484850,1,0.7428440451622009,n01484850_4046,1.2129195051017052
296,1731876855.2288327,n01440764,1,0.5342750549316406,n01440764_10529,1.2085514018030787
297,1731876855.2357197,n01443537,1,0.77933669090271,n01443537_16849,1.2123944273725433
298,1731876855.2425597,n01440764,1,0.6509755849838257,n01440764_458,1.209547674929907
299,1731876855.2491503,n01443537,1,0.7839184403419495,n01443537_4282,1.2089304787724158
300,1731876855.3578088,n01440764,1,0.8119118809700012,n01440764_20451,1.209453692192226
301,1731876855.36525,n01491361,0,0.0,n01491361_621,1.2066114887260218
302,1731876855.3717937,n01494475,0,0.0,n01494475_396,1.2088634557805662
303,1731876855.3782003,n01440764,0,0.0,n01440764_11665,1.2075942196665408
304,1731876855.3848884,n01443537,1,0.816155195236206,n01443537_11207,1.2089830265552828
305,1731876855.391725,n01443537,0,0.0,n01443537_16378,1.210125309636298
306,1731876855.3985598,n01494475,0,0.0,n01494475_8954,1.207558821780949
307,1731876855.405479,n01491361,1,0.5230329632759094,n01491361_2082,1.2164067704352461
308,1731876855.4124582,n01484850,0,0.0,n01484850_30853,1.2081290916144916
309,1731876855.4191837,n01440764,0,0.0,n01440764_752,1.2082796271393834
310,1731876855.4257545,n01484850,0,0.0,n01484850_11510,1.2121930152060636
311,1731876855.4325612,n01484850,1,0.7286394238471985,n01484850_12191,1.2101279237577325
312,1731876855.4394655,n01494475,0,0.0,n01494475_1260,1.205699463965429
313,1731876855.4465156,n01484850,0,0.0,n01484850_11263,1.2072137494749895
314,1731876855.4533741,n01443537,1,0.8262582421302795,n01443537_21950,1.2115539684381786
315,1731876855.4603214,n01440764,0,0.0,n01440764_10449,1.2078213179837236
316,1731876855.4672623,n01443537,1,0.7239587306976318,n01443537_23006,1.2102950292607593
317,1731876855.4742556,n01443537,0,0.0,n01443537_1301,1.208028014010502
318,1731876855.4813712,n01440764,0,0.0,n01440764_600,1.209898059229675
319,1731876855.487874,n01484850,0,0.0,n01484850_7233,1.210816229000777
320,1731876855.494905,n01491361,1,0.5203857421875,n01491361_1482,1.210352415393177
321,1731876855.5019777,n01443537,0,0.0,n01443537_17038,1.2086459735788586
322,1731876855.5087671,n01494475,0,0.0,n01494475_14507,1.2088425515567973
323,1731876855.51559,n01443537,1,0.5997275114059448,n01443537_374,1.2107781596765295
324,1731876855.5221071,n01491361,1,0.6190413236618042,ILSVRC2012_val_00037581_n01491361,1.208590396312995
325,1731876855.5285904,n01484850,1,0.7814313173294067,n01484850_27629,1.2095306079119266
326,1731876855.535447,n01443537,1,0.7432761192321777,n01443537_11084,1.208886811368933
327,1731876855.5422974,n01443537,0,0.0,n01443537_7150,1.2086383387722923
328,1731876855.5492475,n01443537,1,0.8500115275382996,n01443537_17085,1.2086829921860283
329,1731876855.55608,n01491361,0,0.0,n01491361_8760,1.2054734930001378
330,1731876855.563109,n01491361,1,0.7693113684654236,n01491361_7268,1.2093724750724935
331,1731876855.570148,n01491361,0,0.0,n01491361_4501,1.208708770119106
332,1731876855.5770688,n01484850,1,0.6359952688217163,n01484850_6644,1.209562996256813
333,1731876855.5842068,n01440764,1,0.8099415898323059,n01440764_10542,1.209151296333106
334,1731876855.5910258,n01440764,1,0.8204604983329773,n01440764_8878,1.2086252142313683
335,1731876855.5980127,n01484850,0,0.0,n01484850_24160,1.2122918555141144
