,label,accuracy,confidence,response_time,contribution
241376,n01440764,1,0.9230659008026123,0.37918649962462414,0.9230659008026123
241377,n01484850,1,0.8976602554321289,0.3745336611741237,0.8976602554321289
241378,n01440764,0,0.0,0.3736419683622882,0.0
241379,n01440764,1,0.9116917252540588,0.37563109204317713,0.9116917252540588
241380,n01440764,1,0.9435046911239624,0.3769999279822984,0.9435046911239624
241381,n01440764,1,0.9032065868377686,0.3766134457082635,0.9032065868377686
241382,n01440764,0,0.0,0.3802121369047457,0.8862342834472656
241383,n01440764,1,0.9289438128471375,0.37467709263604443,0.9289438128471375
241384,n01440764,1,0.9364675879478455,0.374673503583313,0.9364675879478455
241385,n01440764,1,0.9097170233726501,0.37297007686928385,0.9097170233726501
241386,n01496331,1,0.5612597465515137,0.3731940328546649,0.5612597465515137
241387,n01484850,1,0.905889630317688,0.37230686814466746,0.905889630317688
241388,n01484850,1,0.9389531016349792,0.373202609999809,0.9389531016349792
241389,n01491361,0,0.0,0.37505957265384854,0.0
241390,n01440764,1,0.9334883093833923,0.37537402670744036,0.9334883093833923
241391,n01491361,1,0.833509087562561,0.3757287481255386,0.833509087562561
241392,n01440764,1,0.9242338538169861,0.3692680774388199,0.9242338538169861
241393,n01496331,1,0.8840874433517456,0.3758433709492753,0.8840874433517456
241394,n01440764,1,0.9189677834510803,0.3792468995448904,0.9189677834510803
241395,n01491361,1,0.8062137961387634,0.3748387613637552,0.8062137961387634
241396,n01491361,1,0.9190212488174438,0.3755307452990942,0.9190212488174438
241397,n01491361,1,0.49230509996414185,0.3767941741318243,0.49230509996414185
241398,n01484850,1,0.649249792098999,0.3789319634422547,0.649249792098999
241399,n01491361,1,0.8855943083763123,0.373550571421511,0.8855943083763123
