label,accuracy,confidence,response_time,contribution
n01484850,0,0.0,0.19004451382886625,0.0
n01494475,1,0.9088387489318848,0.18307083430740553,0.9088387489318848
n01440764,1,0.7080482840538025,0.19280094217967347,0.7080482840538025
n01491361,0,0.0,0.19983588098681598,0.0
n01491361,0,0.0,0.19335014501738673,0.0
n01484850,0,0.0,0.1998849232866553,0.0
n01491361,1,0.5899509191513062,0.18994794760649325,0.5899509191513062
n01440764,1,0.9115210771560669,0.1754799473401916,0.9115210771560669
n01443537,1,0.9478866457939148,0.16493169857680393,0.9478866457939148
n01440764,0,0.0,0.12334269924260087,0.0
n01491361,1,0.6364017128944397,0.19870496454165823,0.6364017128944397
n01440764,1,0.875006914138794,0.1974670468808211,0.875006914138794
n01494475,0,0.0,0.1805174655111856,0.0
n01491361,0,0.0,0.16893787165993635,0.0
n01443537,1,0.6165192127227783,0.17736584252838913,0.6165192127227783
n01443537,1,0.9719082117080688,0.19129122949180483,0.9719082117080688
n01484850,1,0.5261901021003723,0.1975405230812272,0.0
n01443537,1,0.7696361541748047,0.1981195399900335,0.7696361541748047
n01491361,1,0.37976664304733276,0.18182736041672823,0.37976664304733276
n01494475,0,0.0,0.19481907098687556,0.0
n01443537,1,0.8502005934715271,0.2070044364199115,0.8502005934715271
n01491361,0,0.0,0.20477388931726262,0.4714396297931671
n01491361,0,0.0,0.18889875823491195,0.0
n01494475,0,0.0,0.17247263988664963,0.0
n01494475,1,0.8717079758644104,0.20481551467155967,0.8717079758644104
n01484850,0,0.0,0.18359358933802933,0.5491271615028381
n01440764,1,0.8109327554702759,0.1923979443451343,0.8109327554702759
n01491361,1,0.8074721097946167,0.16598284557661047,0.8074721097946167
n01440764,1,0.6856745481491089,0.21026050231866253,0.0
n01494475,1,0.848712682723999,0.16126206399037266,0.848712682723999
n01440764,1,0.9362377524375916,0.17768693052191686,0.9362377524375916
n01491361,1,0.7784621715545654,0.174562848682019,0.7784621715545654
n01491361,0,0.0,0.19207358418907639,0.4404242932796478
n01484850,1,0.78093421459198,0.18459049934697813,0.0
n01443537,1,0.8794083595275879,0.1932327543423982,0.8794083595275879
n01494475,1,0.9096617698669434,0.18680476641906063,0.9096617698669434
n01440764,0,0.0,0.14717757768929282,0.0
n01484850,1,0.7355322241783142,0.18420860775921344,0.7355322241783142
n01494475,1,0.8925833106040955,0.19037308290723337,0.8925833106040955
n01443537,1,0.4261089265346527,0.1880110525954826,0.4261089265346527
n01491361,0,0.0,0.1844699878709375,0.5245213508605957
n01443537,1,0.9366140961647034,0.1960442051050793,0.9366140961647034
n01443537,0,0.0,0.18810712755383668,0.9380502104759216
n01484850,0,0.0,0.19509764950003067,0.0
n01491361,1,0.7401748895645142,0.18587804123583787,0.7401748895645142
n01491361,1,0.7473893761634827,0.1990359704355396,0.7473893761634827
n01440764,1,0.8134547472000122,0.17910835333156738,0.8134547472000122
n01484850,1,0.5806034803390503,0.18379218728491026,0.5806034803390503
n01494475,1,0.8876850605010986,0.1798124405235646,0.8876850605010986
n01484850,1,0.5838345885276794,0.16739275846855411,0.5838345885276794
