label,accuracy,confidence,response_time,contribution
n01484850,1,0.9970366954803467,0.576535424182285,0.9970366954803467
n01494475,0,0.0,0.5808800411308543,0.0
n01484850,1,0.9762839078903198,0.5627128059090097,0.9762839078903198
n01494475,0,0.0,0.5761960020602427,0.0
n01440764,1,0.39361661672592163,0.5695212076814721,0.39361661672592163
n01484850,1,0.9629126191139221,0.5802598051504742,0.9629126191139221
n01440764,1,0.8787953853607178,0.5976213753923506,0.8787953853607178
n01491361,1,0.9129840731620789,0.6205966978199486,0.9129840731620789
n01440764,1,0.7736639380455017,0.599261444444499,0.7736639380455017
n01443537,1,0.9830517768859863,0.5615009012942154,0.9830517768859863
n01443537,1,0.9935925602912903,0.5779313354136495,0.0
n01440764,1,0.9848775863647461,0.5660871936373193,0.9848775863647461
n01494475,1,0.9629209041595459,0.581854565716339,0.9629209041595459
n01440764,1,0.9996870756149292,0.5900295425972665,0.9996870756149292
n01494475,1,0.8354809284210205,0.568982277911824,0.8354809284210205
n01484850,1,0.9623036980628967,0.5896932350594482,0.9623036980628967
n01494475,1,0.9706801176071167,0.5922115666190166,0.9706801176071167
n01484850,1,0.7141016125679016,0.6078881148205437,0.0
n01484850,0,0.0,0.5895365341641796,0.0
n01494475,1,0.9504847526550293,0.5957939764666613,0.0
n01440764,1,0.9988213181495667,0.604525877628739,0.9988213181495667
n01494475,1,0.4102698266506195,0.6429286727789091,0.4102698266506195
n01491361,1,0.8910869359970093,0.5893676212657372,0.0
n01443537,1,0.9574496746063232,0.5841695705497026,0.9574496746063232
n01443537,1,0.9999951124191284,0.6021923414031226,0.9999951124191284
n01484850,1,0.9700341820716858,0.5891971453942382,0.0
n01443537,1,0.9997143149375916,0.5552950137862255,0.9997143149375916
n01491361,1,0.7931672930717468,0.580124935494682,0.7931672930717468
n01494475,0,0.0,0.556339186091784,0.0
n01443537,1,0.9997836947441101,0.6092952176076137,0.9997836947441101
n01491361,0,0.0,0.5720980814513674,0.6181722283363342
n01491361,1,0.9423647522926331,0.581423358826422,0.9423647522926331
n01494475,1,0.9587582945823669,0.5721563195396697,0.9587582945823669
n01494475,1,0.9990667700767517,0.5829280452514283,0.9990667700767517
n01484850,1,0.47920510172843933,0.6076637769104953,0.0
n01440764,1,0.9998351335525513,0.5866070851147488,0.9998351335525513
n01491361,1,0.996566653251648,0.5750713171434434,0.996566653251648
n01440764,1,0.9779683947563171,0.5610420150010383,0.0
n01494475,1,0.9552037715911865,0.5875879282491626,0.9552037715911865
n01440764,1,0.9961953163146973,0.4371436412089783,0.9961953163146973
n01491361,1,0.9582775235176086,0.5909189714260065,0.9582775235176086
n01491361,0,0.0,0.5960590143659462,0.0
n01484850,0,0.0,0.560766863956812,0.0
n01443537,1,0.9684333205223083,0.5723686857196516,0.9684333205223083
n01494475,1,0.9983633160591125,0.5975449582252816,0.9983633160591125
n01440764,1,0.996895432472229,0.587229537715026,0.0
n01484850,1,0.9652992486953735,0.5467938735885648,0.9652992486953735
n01494475,1,0.9858127236366272,0.5711396476272552,0.9858127236366272
n01443537,1,0.9276643395423889,0.5961374340119103,0.9276643395423889
n01491361,0,0.0,0.5957558972134365,0.6722192764282227
n01443537,1,0.999906063079834,0.5980577053522907,0.999906063079834
n01494475,1,0.9999663829803467,0.5750748934549162,0.9999663829803467
n01443537,1,0.9889128804206848,0.5811259504770244,0.0
n01484850,0,0.0,0.5944520724931003,0.0
n01491361,1,0.9904266595840454,0.549070864587426,0.9904266595840454
n01494475,1,0.5952120423316956,0.5768320792692991,0.5952120423316956
n01494475,1,0.989240825176239,0.57463108847674,0.989240825176239
n01491361,0,0.0,0.5861176215333721,0.0
n01491361,1,0.9784063100814819,0.557538082657692,0.9784063100814819
n01440764,1,0.9165512323379517,0.5533435957250205,0.9165512323379517
n01484850,1,0.9525551199913025,0.5762289948785532,0.9525551199913025
n01494475,1,0.9635231494903564,0.5739176126971822,0.9635231494903564
n01484850,1,0.9456658363342285,0.5846800202779967,0.9456658363342285
